epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_accuracy,learning_rate
1,0.7615065547346159,0.7416192508758382,0.1506018263336992,0.09054097538225508,0.09569596015490898,0.631937256922476,0.9577008916976604,0.0001
2,0.7150932732429213,0.7011335669679845,0.2810655311602762,0.19605207978853795,0.30381196634249485,0.48122567494354207,0.9883935197870782,0.0001
3,0.6840347197219616,0.6717997548427987,0.25011673821462677,0.19096956056413264,0.684190980871105,0.24881889817180627,0.9955383868927651,0.0001
4,0.6570607842379854,0.6492759420516643,0.2781065865755378,0.1831649648103605,0.21416798101286988,0.6676247592375457,0.9832806079945666,0.0001
5,0.6328838203699534,0.6263076789835667,0.33717045481217667,0.23462995371602952,0.3107401360064111,0.5869645866307807,0.9905159118327689,0.0001
6,0.611110636296163,0.6064568238055452,0.37224407937932524,0.2745757549604837,0.4536788943520886,0.5454854644993519,0.9928312301635742,0.0001
7,0.5893269483824722,0.5848675433625566,0.35373129157409533,0.2609609948504936,0.45522578829463495,0.49686726262694486,0.992606852916961,0.0001
8,0.5677105197469696,0.5695081226369167,0.38125088034158056,0.28591368355332536,0.4656808335888893,0.5076851717969204,0.9938829097341983,0.0001
9,0.5426137722630537,0.5431703348109063,0.40030375384586925,0.2935178653594661,0.39928578989619906,0.6136502604535286,0.9918395306201692,0.0001
10,0.5175184368632222,0.5189349423063562,0.3811716712377173,0.27931930390285686,0.4036747110571633,0.5645693470823004,0.9920372861496946,0.0001
11,0.4943008544563337,0.5117239933064643,0.3775392155698005,0.27369820183896004,0.3643922193887386,0.6498143736352312,0.9904211531294153,0.0001
12,0.47241695498237174,0.47481191602159056,0.41232290974956876,0.3193207107325818,0.5401112499072197,0.5016620415956417,0.9947084670371198,0.0001
13,0.45225889332421865,0.45945991544013326,0.4144332104540886,0.3144600448456216,0.4496050240036021,0.5479614354194479,0.9939060617000499,0.0001
14,0.43606197162893895,0.44500511757870936,0.438401960629098,0.342947652048253,0.5562433370567382,0.507388156462223,0.9953371819029463,0.0001
15,0.42345467039192,0.43679089305248664,0.4090883601853188,0.29641365640340966,0.3971319873916342,0.550358181938212,0.9929483900678918,0.0001
16,0.4152102736571363,0.4213327613282711,0.4381756441707307,0.33910759387815254,0.4709347740925373,0.5801568919039787,0.9944176166615588,0.0001
17,0.4068190545298671,0.43599382011180227,0.3957510730080246,0.3198456203076532,0.7145485725808651,0.4120076611040898,0.9960815551433158,0.0001
