epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_accuracy,learning_rate
1,0.8439127854678942,0.8248656615614891,2.3006298797458025e-11,2.3006298797458025e-11,2.361437944058825e-11,0.7031250000239946,0.9440322667360306,0.0001
2,0.7878523054330245,0.7791924253106117,1.749365721726015e-10,1.749365721726015e-10,2.2070782874916706e-10,0.7031250000239946,0.9923871904611588,0.0001
3,0.7641012564949368,0.7644174471497536,0.02533563859123976,0.014505325623939342,0.05893434440563754,0.7266434263437986,0.9942817464470863,0.0001
4,0.7512580104496168,0.7505488023161888,0.12395260483577575,0.11763303680896486,0.17055325816005196,0.7119173058308661,0.9980436787009239,0.0001
5,0.742262425629989,0.7426749765872955,0.5946376230567694,0.5881634899415076,0.875,0.7131634899415076,0.9985413774847984,0.0001
6,0.7376388207725857,0.7399040386080742,0.40675865299999714,0.385079313069582,0.6156599000096321,0.7628708928823471,0.9978959783911705,0.0001
7,0.7303027303322501,0.7305923402309418,0.6701826732605696,0.6588361077010632,0.9375,0.7213361077010632,0.9987269416451454,0.0001
8,0.7248110252877941,0.7272462770342827,0.5404039043933153,0.5311012826859951,0.8125,0.7186012826859951,0.9984760135412216,0.0001
9,0.718947594580443,0.7223631516098976,0.23413080730869695,0.20596749344303533,0.32446770378782674,0.8008343689143658,0.9952166527509689,0.0001
10,0.7144764609958815,0.7180729582905769,0.5250276278238744,0.5212784688919783,0.8125,0.7087784688919783,0.9982475116848946,0.0001
11,0.7101038953532344,0.713903620839119,0.5847619685810059,0.581942014337983,0.875,0.706942014337983,0.9983842670917511,5e-05
12,0.7075157865234043,0.7133452966809273,0.3335116246491656,0.3203420640677199,0.5625000001639113,0.7265920639038086,0.9979308173060417,5e-05
13,0.7045220473538274,0.7109490558505058,0.39377049915492535,0.38716826494783163,0.671875,0.7152932649478316,0.9981156438589096,5e-05
14,0.7027027270068293,0.7079132944345474,0.5873455032706261,0.5838583138538525,0.875,0.7088583138538525,0.9983951896429062,5e-05
15,0.7008591061053069,0.7066760286688805,0.5667067319394685,0.5649305563660003,0.859375,0.7055555563660003,0.9985136836767197,2.5e-05
16,0.6993734525597614,0.7068792954087257,0.596104452410493,0.5950231477858163,0.890625,0.7043981477858163,0.9985922500491142,2.5e-05
17,0.6984907596007638,0.70541962236166,0.6005338925169781,0.5977853387594223,0.890625,0.7071603387594223,0.998528003692627,2.5e-05
18,0.6976172613060992,0.7051768749952316,0.5659493413062431,0.5644386578591205,0.859375,0.7050636578591205,0.9984986186027527,2.5e-05
19,0.6964381026185077,0.7041812390089035,0.6035472038201988,0.5996736580273136,0.890625,0.7090486580273136,0.9985443949699402,1.25e-05
20,0.6957091248553732,0.7042196169495583,0.5994353807182051,0.597055380261736,0.890625,0.706430380261736,0.9985428974032402,1.25e-05
21,0.6951237061749334,0.7032763063907623,0.5877780122682452,0.5839297221973538,0.875,0.7089297221973538,0.9984481334686279,1.25e-05
22,0.6945615203484244,0.7038576826453209,0.6017143977805972,0.5984065142692998,0.890625,0.7077815142692998,0.9984788373112679,1.25e-05
23,0.6939691305160522,0.7028836980462074,0.49752923054620624,0.49279461498372257,0.78125,0.7115446149837226,0.9983550608158112,6.25e-06
24,0.6934128636899202,0.7033013179898262,0.6007781748194247,0.5978114602621645,0.890625,0.7071864602621645,0.9985411912202835,6.25e-06
25,0.6938469409942627,0.7020198628306389,0.5867965235374868,0.583235087688081,0.875,0.708235087688081,0.9985099136829376,6.25e-06
26,0.6930209683335345,0.7022902369499207,0.588439782615751,0.5843864886555821,0.875,0.7093864886555821,0.9985055848956108,6.25e-06
27,0.6932970389075901,0.7019661888480186,0.6028066030703485,0.5991494384361431,0.890625,0.7085244384361431,0.9985146373510361,3.125e-06
28,0.6926649264667345,0.7021532654762268,0.5864620094653219,0.5830259619979188,0.875,0.7080259619979188,0.9985042735934258,3.125e-06
29,0.6923689583073491,0.7019571959972382,0.5996668516891077,0.5971391822095029,0.890625,0.7065141822095029,0.9985553175210953,3.125e-06
30,0.6924438580222751,0.7020626962184906,0.5985064841224812,0.5964669041859452,0.890625,0.7058419041859452,0.998535543680191,3.125e-06
