model,label,bce_weight,dice_weight,loss_mean,dice_mean,iou_mean,precision_mean,recall_mean,accuracy_mean,loss_std,dice_std,iou_std,precision_std,recall_std,accuracy_std
resunetpp_cbam,ResNet34 U-Net++ + CBAM (proposed),0.3745401188473625,0.6254598811526375,0.7165437992662191,0.6338121617666023,0.6093205159051852,0.7598711886792981,0.8019451024153581,0.9982423689216375,0.022615478619133503,0.2503508514280314,0.23559983063794998,0.3085371959890893,0.06407116424271024,0.0009566928980064512
