epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_accuracy,learning_rate
1,0.8453764345334924,0.8257587105035782,2.4162908869931887e-11,2.4162908869931887e-11,2.451489022631953e-11,0.7343750000724291,0.9413676336407661,0.0001
2,0.7889814895132313,0.7812623232603073,0.045132179211184134,0.02613390631956209,0.03856297604722132,0.8142793010920286,0.9885024204850197,0.0001
3,0.7637917477151622,0.8059957697987556,0.04268280942221581,0.023815075519335826,0.024323391380560954,0.9397060796618462,0.9482086524367332,0.0001
4,0.7511791353640349,0.7527076601982117,0.7348538301885128,0.7100661471486092,0.8989906534552574,0.790015634149313,0.9988058656454086,0.0001
5,0.7427850132403166,0.7452137395739555,0.7449947893619537,0.7201569899916649,0.8763909786939621,0.8196632862091064,0.9989158734679222,0.0001
6,0.7370448656704115,0.7388811632990837,0.8289304003119469,0.8035161476582289,0.9932446777820587,0.8051499929279089,0.9990255013108253,0.0001
7,0.7319703516752823,0.7376098558306694,0.756526100449264,0.7475797794759274,1.0,0.7475797794759274,0.9986777454614639,0.0001
8,0.7281505906063578,0.7260180711746216,0.8197300657629967,0.7929336652159691,0.921961210668087,0.8602593950927258,0.9991368353366852,0.0001
9,0.7214018935742585,0.7228763625025749,0.8268420286476612,0.804507564753294,0.9630669876933098,0.8230193667113781,0.9990532025694847,0.0001
10,0.7164820976879286,0.7166898921132088,0.7427043169736862,0.7128449380397797,0.7875177040696144,0.9172664359211922,0.9989618435502052,5e-05
11,0.7130071183909541,0.7142292261123657,0.8412828296422958,0.8166587799787521,0.9256335943937302,0.8823930770158768,0.9993401020765305,5e-05
12,0.7105477841004081,0.7131348699331284,0.8706962317228317,0.8425217792391777,0.9883162900805473,0.8470809161663055,0.9992551356554031,5e-05
13,0.7081956578337628,0.7097248882055283,0.8323157876729965,0.8056167624890804,0.8961507901549339,0.9015964195132256,0.9992721080780029,5e-05
14,0.7068986944530321,0.7082350626587868,0.8072819784283638,0.780630599707365,0.8848189637064934,0.8860356360673904,0.9992214292287827,5e-05
15,0.7047117870786915,0.7072152495384216,0.8538266271352768,0.8254656046628952,0.9902084618806839,0.8290084674954414,0.9991389140486717,5e-05
16,0.7022314641786658,0.7057241424918175,0.8495334088802338,0.8236283585429192,0.9847564473748207,0.829371627420187,0.9991266652941704,2.5e-05
17,0.700985620851102,0.7028663530945778,0.8464959859848022,0.8176081590354443,0.9161719456315041,0.8876271322369576,0.9992719069123268,2.5e-05
18,0.7002303315245587,0.7028946131467819,0.7235776335000992,0.6937835775315762,0.7770495340228081,0.9024641588330269,0.9990234300494194,2.5e-05
19,0.699420830477839,0.70346649736166,0.7601859271526337,0.7322067879140377,0.8321311175823212,0.8853797242045403,0.9990944564342499,2.5e-05
20,0.6990898562514264,0.7016089856624603,0.6692733318744373,0.6422543936608505,0.7371795849142742,0.8930820226669312,0.9987821206450462,1.25e-05
21,0.6977468573528788,0.7013282924890518,0.7883966714143753,0.7601287104189396,0.8675364479422569,0.878717839717865,0.9991134777665138,1.25e-05
22,0.6965672632922297,0.700221560895443,0.7870300561189651,0.7586863338947296,0.8664573952555656,0.8779967352747917,0.9991076290607452,1.25e-05
23,0.6965733999791353,0.7001045197248459,0.7881649285554886,0.7598994374275208,0.8619831576943398,0.8823944628238678,0.9990831539034843,1.25e-05
24,0.6953230474306189,0.6995563581585884,0.7393806427717209,0.7105883210897446,0.813132718205452,0.8809372708201408,0.9990089237689972,6.25e-06
25,0.6956351865892825,0.698601633310318,0.742204561829567,0.7139315828680992,0.8122834786772728,0.8862523287534714,0.9990287125110626,6.25e-06
26,0.6948370104250701,0.6991186514496803,0.783194862306118,0.7533807270228863,0.8661363795399666,0.8720083236694336,0.9990477338433266,6.25e-06
27,0.6952357344005419,0.6986009627580643,0.7561376988887787,0.7276092804968357,0.8300089091062546,0.8821287751197815,0.9989740774035454,6.25e-06
28,0.6947696597679801,0.6983426809310913,0.7455193176865578,0.7171337381005287,0.8102263435721397,0.8919140100479126,0.9989446997642517,3.125e-06
29,0.6942413449287415,0.6985094547271729,0.7533832937479019,0.7240386791527271,0.8314115703105927,0.8768593519926071,0.9990206137299538,3.125e-06
30,0.6942802304806917,0.6982719004154205,0.7606105282902718,0.7311869710683823,0.8281441852450371,0.8878171294927597,0.9989345148205757,3.125e-06
