model,label,loss,dice,iou,precision,recall,accuracy
resunetpp_cbam,ResNet34 U-Net++ + CBAM (proposed),0.34054755575054296,0.5039306105534126,0.4168383252428292,0.5012508784267273,0.5536844167080555,0.9943824495588031
unetpp,U-Net++,0.3935906130533952,0.44291233422828247,0.35057320374135786,0.5337870900856925,0.5487764318279185,0.9945182590694218
